Open Time,Equity,DrawdownPct,DrawdownDuration
2022-01-01,100.0,0.0,
2022-01-02,100.0,0.0,
2022-01-03,100.0,0.0,
2022-01-04,100.0,0.0,
2022-01-05,100.0,0.0,
2022-01-06,100.0,0.0,
2022-01-07,100.0,0.0,
2022-01-08,100.0,0.0,
2022-01-09,100.19126231999999,1.3351447452403243e-10,0 days 00:00:00.000300
2022-01-10,101.06483002999998,1.6481992591995675e-09,0 days 00:00:00.000480
2022-01-11,100.74629854000001,1.4367783644258835e-08,0 days 00:00:00.004080
2022-01-12,99.94746085000001,2.2183059980099507e-08,
2022-01-13,100.16373003,2.006723166380453e-08,
2022-01-14,99.03971763000001,3.106379281868876e-08,
2022-01-15,99.31664428999999,2.8354533604014964e-08,
2022-01-16,100.24370527999999,1.928480904328722e-08,
2022-01-17,99.69120251999998,2.4690114526200403e-08,
2022-01-18,99.54567707999999,2.611383494116326e-08,
2022-01-19,100.24575195999999,1.926478573946555e-08,
2022-01-20,98.56705711999997,3.568797686124392e-08,
2022-01-21,99.53751551999999,2.619368200838357e-08,
2022-01-22,100.71950116999999,1.4629950607893072e-08,
2022-01-23,98.93215141,3.211614643723415e-08,
2022-01-24,99.79823944999998,2.3642939115523286e-08,
2022-01-25,100.78150219,1.4023375441911567e-08,
2022-01-26,99.35681903999999,2.7961491591972033e-08,
2022-01-27,99.95990813999998,2.2061284289993766e-08,
2022-01-28,100.53825393,1.6403148447004077e-08,
2022-01-29,102.46326049,1.6101000768132811e-09,0 days 00:00:01.572480
2022-01-30,103.23128627999999,3.723607713613797e-10,0 days 00:00:00.000180
2022-01-31,103.44286173999998,7.844324194294928e-11,0 days 00:00:00.003600
2022-02-01,103.52395623999998,3.988369032221773e-09,0 days 00:00:00.017700
2022-02-02,102.94792869999999,1.065362479108578e-08,0 days 00:00:00.000840
2022-02-03,102.64881955,1.3528112477056208e-08,
2022-02-04,103.92280826999999,1.2848732190618994e-09,
2022-02-05,104.60200510000001,2.07213925934191e-09,0 days 00:00:00.003720
2022-02-06,104.54158399999999,5.541679804620947e-09,0 days 00:00:00.000240
2022-02-07,104.57123499999999,5.259622822854637e-09,
2022-02-08,105.28775482999998,1.4564161198888926e-09,0 days 00:00:00.000180
2022-02-09,106.18045918999998,2.25646514447575e-09,0 days 00:00:00.000660
2022-02-10,106.85937996999996,3.213082822447588e-09,0 days 00:00:00.000120
2022-02-11,106.65624085999995,1.2184970213132806e-08,0 days 00:00:00.003360
2022-02-12,107.11662628999994,7.921031754568153e-09,
2022-02-13,107.98756524999993,2.3691852073614015e-09,0 days 00:00:00.000360
2022-02-14,108.62560623999993,1.9921307419928926e-09,0 days 00:00:00.000120
2022-02-15,108.03379843999994,7.429419995719222e-09,
2022-02-16,109.61359533999993,4.9852644175341076e-11,0 days 00:00:00.000180
2022-02-17,109.57329554999994,3.3857487808458544e-09,0 days 00:00:00.000120
2022-02-18,108.68463714999992,1.1656472542305063e-08,0 days 00:00:00.100920
2022-02-19,108.85939654999994,1.0067266133914288e-08,
2022-02-20,109.47632274999994,7.70766392223754e-09,0 days 00:00:00.000180
2022-02-21,109.86310744999993,4.201851122892952e-09,
2022-02-22,107.26049214999992,2.8773201662253388e-08,0 days 00:00:00.000240
2022-02-23,106.10182774999993,3.926472461728681e-08,
2022-02-24,105.61703424999993,4.36544531130455e-08,
2022-02-25,104.44403554999992,5.4275770888300044e-08,
2022-02-26,105.47975404999993,4.4897503619794164e-08,
2022-02-27,104.77914344999989,5.124142183497371e-08,
2022-02-28,105.33703404999989,4.618981065550076e-08,
2022-03-01,106.42706344999988,3.6319766774147835e-08,
2022-03-02,107.37241664999986,2.775974301022255e-08,
2022-03-03,107.85260194999987,2.3411741036898914e-08,
2022-03-04,107.98346004999986,2.222684163030464e-08,
2022-03-05,108.23764154999986,1.992526833436581e-08,
2022-03-06,109.82465244999987,5.555135544199285e-09,
2022-03-07,109.82465244999987,5.555135544199285e-09,
2022-03-08,109.73751844999985,6.34412013815433e-09,
2022-03-09,107.39342094999986,2.756955239454084e-08,
2022-03-10,109.00189584999987,1.300506647787203e-08,
2022-03-11,108.05102394999986,2.1615061197781116e-08,
2022-03-12,108.34982824999985,1.8909435502789007e-08,
2022-03-13,109.47689634999986,8.704012048822318e-09,
2022-03-14,109.47689634999986,8.704012048822318e-09,
2022-03-15,109.63847974999985,7.240899908454224e-09,
2022-03-16,109.75751204999985,6.163081251179147e-09,
2022-03-17,110.60058734999984,1.7234476201153371e-09,0 days 00:00:00.000240
2022-03-18,110.42269514999984,4.100685349644695e-09,0 days 00:00:00.025500
2022-03-19,111.04804904999982,7.39264951857832e-11,0 days 00:00:00.000240
2022-03-20,110.44650654999982,5.780438537906774e-09,0 days 00:00:00.000240
2022-03-21,110.28393954999981,7.2438373949366146e-09,
2022-03-22,110.69296004999984,3.5619085151405995e-09,
2022-03-23,111.25926204999983,4.786783019284924e-10,0 days 00:00:00.000180
2022-03-24,111.31695404999985,2.1376710688518763e-09,0 days 00:00:00.000420
2022-03-25,112.17487064999986,1.4749844882954167e-09,0 days 00:00:00.000240
2022-03-26,112.52362324999986,1.1919678126706135e-09,0 days 00:00:00.001260
2022-03-27,114.21732234999986,0.0,0 days 00:00:00.006420
2022-03-28,113.87355164999985,3.266024767161757e-09,0 days 00:00:00.000300
2022-03-29,114.16151584999984,1.2543015586937712e-09,0 days 00:00:00.000360
2022-03-30,115.20384694999986,1.167028859051289e-09,0 days 00:00:00.000120
2022-03-31,115.57451734999985,2.939045162226206e-09,0 days 00:00:00.000120
2022-04-01,115.55285154999983,3.125955942652969e-09,
2022-04-02,115.12082314999984,1.1380782483604413e-08,0 days 00:00:00.000120
2022-04-03,115.11827064999984,1.1402702501926653e-08,
2022-04-04,115.16019224999985,1.1042693788863133e-08,
2022-04-05,115.80523704999985,5.5032642748115145e-09,
2022-04-06,116.77095384999984,2.1110382514943905e-10,0 days 00:00:00.000240
2022-04-07,117.79259814999986,3.607413124725012e-09,0 days 00:00:00.004620
2022-04-08,118.64389384999984,3.9763136675208257e-10,0 days 00:00:00.000240
2022-04-09,117.97806154999986,6.996441129302866e-09,0 days 00:00:00.000420
2022-04-10,118.60116304999987,2.960220746242248e-09,0 days 00:00:00.155520
2022-04-11,118.60116304999987,2.960220746242248e-09,
2022-04-12,118.91221874999988,6.243992376595342e-09,0 days 00:00:00.000120
2022-04-13,118.09227994999985,1.5855681436402813e-08,0 days 00:00:00.000180
2022-04-14,118.87045114999985,9.370644771228176e-09,
2022-04-15,118.10468004999986,1.575234286109717e-08,
2022-04-16,118.47442144999985,1.2671033072668924e-08,
2022-04-17,119.19536354999984,6.662925920967843e-09,
2022-04-18,119.19536354999984,6.662925920967843e-09,
2022-04-19,117.52095184999983,2.0616952062127213e-08,
2022-04-20,117.85134614999981,1.7863548762873105e-08,
2022-04-21,118.27764334999982,1.4310920533684768e-08,
2022-04-22,117.06152984999981,2.444563206825956e-08,
2022-04-23,117.53246044999982,2.0521042970445657e-08,
2022-04-24,118.74509564999983,1.0415318505852978e-08,
2022-04-25,118.90461984999983,9.085893456477368e-09,
2022-04-26,119.45399214999982,4.507595636754291e-09,
2022-04-27,117.34300374999984,2.2099916161798515e-08,
2022-04-28,117.68623414999985,1.9239540798893005e-08,
2022-04-29,118.20763564999986,1.4894342923699066e-08,
2022-04-30,119.35823254999985,5.305626349073611e-09,
2022-05-01,118.71472724999987,1.066839930280672e-08,
2022-05-02,118.71472724999987,1.066839930280672e-08,
2022-05-03,119.20090724999984,6.616726450001997e-09,
2022-05-04,117.01553644999986,2.4828926753742376e-08,
2022-05-05,117.64990664999986,1.954228288116755e-08,
2022-05-06,119.70837384999983,2.3876576957851948e-09,
2022-05-07,120.23746034999986,1.1153458255774962e-08,0 days 00:00:00.000120
2022-05-08,120.63830534999987,7.856863410277803e-09,
2022-05-09,122.98220884999986,0.0,0 days 00:00:00.000120
2022-05-10,120.41668524999989,2.275067009228893e-08,0 days 00:00:00.000240
2022-05-11,123.92011724999989,4.877119764062798e-09,0 days 00:00:00.000120
2022-05-12,128.65294554999988,8.986912545971393e-09,0 days 00:00:00.009660
2022-05-13,128.75555074999988,8.196545130704335e-09,
2022-05-14,126.74390474999991,2.369224563567063e-08,
2022-05-15,127.41882494999989,1.8493338231509226e-08,
2022-05-16,127.47874594999989,1.8031767025661893e-08,
2022-05-17,127.90488774999989,1.4749198569060984e-08,
2022-05-18,125.56591694999989,3.2766280603704125e-08,
2022-05-19,126.73628254999988,2.3750959409559957e-08,
2022-05-20,126.88040184999987,2.2640809060151978e-08,
2022-05-21,127.31056214999988,1.9327286115296437e-08,
2022-05-22,124.51726094999988,4.08440732713683e-08,
2022-05-23,124.24525674999988,4.293932045665494e-08,
2022-05-24,124.48508494999989,4.10919248612841e-08,
2022-05-25,121.79182044999988,6.183812974656632e-08,
2022-05-26,120.88856944999988,6.879586832323992e-08,
2022-05-27,123.05417584999992,5.211421151779849e-08,
2022-05-28,123.3996756499999,4.945282804112039e-08,
2022-05-29,122.1482312499999,5.909269888371271e-08,
2022-05-30,120.48754824999988,7.188493290584652e-08,
2022-05-31,120.41405014999988,7.245108845472737e-08,
2022-06-01,120.73400824999987,6.998645258353631e-08,
2022-06-02,122.1471447499999,5.910106818854999e-08,
2022-06-03,120.2745412499999,7.352572491272102e-08,
2022-06-04,120.52585034999989,7.158989199392096e-08,
2022-06-05,120.0225186499999,7.546705391895914e-08,
2022-06-06,119.48550324999991,7.960368124054285e-08,
2022-06-07,116.06159984999992,1.0597799443696809e-07,
2022-06-08,116.96736244999991,9.900090901627301e-08,
2022-06-09,116.84066044999992,9.997689397852793e-08,
2022-06-10,117.24019744999991,9.689926218215184e-08,
2022-06-11,118.65408314999992,8.60081067027808e-08,
2022-06-12,120.50237734999992,7.177070441218569e-08,
2022-06-13,122.0944947499999,5.950663091260111e-08,
2022-06-14,124.5690217499999,4.0445360051101e-08,
2022-06-15,126.2632788499999,2.7394504880751567e-08,
2022-06-16,131.43655104999988,1.960927915958699e-09,0 days 00:00:00.000240
2022-06-17,132.57096814999989,1.0466463543540306e-09,0 days 00:00:00.000420
2022-06-18,136.87758804999993,0.0,0 days 00:00:00.001500
2022-06-19,132.78758034999993,4.223479697459509e-08,0 days 00:00:00.000120
2022-06-20,130.08019354999993,6.176253338891625e-08,
2022-06-21,128.63581894999993,7.218046350231599e-08,
2022-06-22,130.68710264999993,5.738504254340704e-08,
2022-06-23,131.56872894999995,5.1026081938910564e-08,
2022-06-24,133.08964734999995,4.0056059619642645e-08,
2022-06-25,134.90793734999997,2.6941166747742494e-08,
2022-06-26,134.29213614999992,3.1382794193522965e-08,
2022-06-27,134.45912084999995,3.017837330810502e-08,
2022-06-28,134.8536453499999,2.7332762017915012e-08,
2022-06-29,134.66735064999992,2.867646133601198e-08,
2022-06-30,135.6957559499999,2.1258818749629204e-08,
2022-07-01,136.0134076499999,1.896767266397914e-08,
2022-07-02,136.87011684999987,1.2788433169524938e-08,
2022-07-03,134.11366784999987,3.267004355172798e-08,
2022-07-04,133.3509810499999,3.8171121859815303e-08,
2022-07-05,133.49453404999988,3.713570824788337e-08,
2022-07-06,133.37973574999987,3.7963721054628194e-08,
2022-07-07,135.0164523499999,2.615847388797121e-08,
2022-07-08,133.88999264999993,3.428335951678319e-08,
2022-07-09,135.0615543499999,2.583316389984591e-08,
2022-07-10,131.8023641499999,4.934092686512992e-08,
2022-07-11,132.06719754999992,4.7430746602409867e-08,
2022-07-12,131.77541904999993,4.953527545634606e-08,
2022-07-13,129.6661941499999,6.474861249622654e-08,
2022-07-14,129.4572755499999,6.625549261873043e-08,
2022-07-15,129.2774651499999,6.755242222470825e-08,
2022-07-16,127.26309454999989,8.20815977815803e-08,
2022-07-17,126.92606614999988,8.451250339112992e-08,
2022-07-18,129.05230184999988,6.917647150077743e-08,
2022-07-19,129.37688224999988,6.683535035161059e-08,
2022-07-20,131.0392738499999,5.484491552265225e-08,
2022-07-21,129.96177794999986,6.26166369193556e-08,
2022-07-22,131.31203184999987,5.287757700681961e-08,
2022-07-23,129.81216734999987,6.369574255789556e-08,
2022-07-24,130.20870944999987,6.083557879925516e-08,
2022-07-25,129.17757144999987,6.827293170013738e-08,
2022-07-26,128.83256124999986,7.076140813278175e-08,
2022-07-27,126.68137524999987,8.627740059687206e-08,
2022-07-28,125.28820534999987,9.6326003399976e-08,
2022-07-29,126.60825094999986,8.680482876335438e-08,
2022-07-30,126.53294214999987,8.734801320825103e-08,
2022-07-31,125.06792614999989,9.791482482555036e-08,
2022-08-01,124.04588784999987,1.0528654375678736e-07,
2022-08-02,123.75390014999986,1.0739258152051734e-07,
2022-08-03,123.71887514999986,1.0764520850677283e-07,
2022-08-04,123.73425064999985,1.0753430868586855e-07,
2022-08-05,119.83393054999989,1.356663889797809e-07,
2022-08-06,121.3865977499999,1.2446737012486064e-07,
2022-08-07,120.6949082499999,1.2945636181107024e-07,
2022-08-08,118.67512464999989,1.440245800482165e-07,
2022-08-09,118.13395324999989,1.4792792051444358e-07,
2022-08-10,119.2569494499999,1.3982801628654217e-07,
2022-08-11,119.5808738499999,1.37491626709195e-07,
