Open Time,Equity,DrawdownPct,DrawdownDuration
2022-01-01,100.0,0.0,
2022-01-02,100.0,0.0,
2022-01-03,100.0,0.0,
2022-01-04,100.0,0.0,
2022-01-05,100.0,0.0,
2022-01-06,100.0,0.0,
2022-01-07,100.0,0.0,
2022-01-08,100.0,0.0,
2022-01-09,100.3828466,2.6693012352507763e-10,0 days 00:00:00.000300
2022-01-10,102.13312785,3.2941576263102456e-09,0 days 00:00:00.000480
2022-01-11,101.47315169000002,2.8589102848452063e-08,0 days 00:00:00.004080
2022-01-12,99.8627152,4.4005944934285115e-08,
2022-01-13,100.29215745999998,3.989485856204145e-08,
2022-01-14,98.04606237999998,6.139691305046536e-08,
2022-01-15,98.59201219999996,5.6170490143388374e-08,
2022-01-16,100.43408335999999,3.853619015023113e-08,
2022-01-17,99.32869851999996,4.911813090242667e-08,
2022-01-18,99.03887673999996,5.1892618839728066e-08,
2022-01-19,100.43636745999994,3.8514324271491815e-08,
2022-01-20,97.08986117999994,7.055070644388517e-08,
2022-01-21,99.00457434999996,5.222099846418438e-08,
2022-01-22,101.35165617999994,2.9752189442328934e-08,
2022-01-23,97.73096091999993,6.4413405461064e-08,
2022-01-24,99.42239113999993,4.822120368044891e-08,
2022-01-25,101.35535625999997,2.9716768269609895e-08,
2022-01-26,98.48677951999997,5.717789131686091e-08,
2022-01-27,99.7083,4.54841744508383e-08,
2022-01-28,100.86323080999999,3.4427926018568364e-08,
2022-01-29,104.73465448000002,3.2196324320682425e-09,0 days 00:00:01.572480
2022-01-30,106.27278494999999,7.445015297351532e-10,0 days 00:00:00.000180
2022-01-31,106.70880547,1.5690057234829524e-10,0 days 00:00:00.003600
2022-02-01,106.87478574,7.965139559089063e-09,0 days 00:00:00.017700
2022-02-02,105.67181710999998,2.1289831743006915e-08,0 days 00:00:00.000840
2022-02-03,105.05563294,2.6996800064278626e-08,
2022-02-04,107.67697451999996,2.7184850983288378e-09,
2022-02-05,109.06498506999998,4.14301162408881e-09,0 days 00:00:00.003720
2022-02-06,108.93239433999995,1.1110397096201874e-08,0 days 00:00:00.000240
2022-02-07,108.99428333999994,1.0548568000229852e-08,
2022-02-08,110.49088819999994,2.912968106817404e-09,0 days 00:00:00.000180
2022-02-09,112.35880955999995,4.508600761111814e-09,0 days 00:00:00.000660
2022-02-10,113.79145132999993,6.4244812700650075e-09,0 days 00:00:00.000120
2022-02-11,113.38272795999995,2.432892774457296e-08,0 days 00:00:00.003360
2022-02-12,114.35500096999996,1.596240960499884e-08,
2022-02-13,116.21436702999999,4.749712985004817e-09,0 days 00:00:00.000360
2022-02-14,117.58483949,3.9813629447897904e-09,0 days 00:00:00.000120
2022-02-15,116.30416129000002,1.4829524670424199e-08,
2022-02-16,119.71999779000002,9.958914733632085e-11,0 days 00:00:00.000180
2022-02-17,119.62384218000004,6.771085433038504e-09,0 days 00:00:00.000120
2022-02-18,117.68247998000002,2.3228781793277476e-08,0 days 00:00:00.100920
2022-02-19,118.05680578000005,2.0121856550587404e-08,
2022-02-20,119.39458908000002,1.5371598633993177e-08,0 days 00:00:00.000180
2022-02-21,120.23881918000002,8.409365754318054e-09,
2022-02-22,114.57049948000004,5.702714469679526e-08,0 days 00:00:00.000240
2022-02-23,110.44995438000002,9.094130406581258e-08,
2022-02-24,109.44007158000001,9.925314761855752e-08,
2022-02-25,106.99708987999998,1.1936011616245078e-07,
2022-02-26,109.10676267999997,1.0199644756538085e-07,
2022-02-27,107.63775457999996,1.140871233397529e-07,
2022-02-28,108.78568987999996,1.046390382527772e-07,
2022-03-01,111.04720687999996,8.602561549137077e-08,
2022-03-02,113.01090617999994,6.98633822438749e-08,
2022-03-03,114.01193077999994,6.16244461340123e-08,
2022-03-04,114.27063247999995,5.9495200980783535e-08,
2022-03-05,114.80872977999995,5.506638946547249e-08,
2022-03-06,118.16232777999993,2.7464590608419216e-08,
2022-03-07,118.16232777999993,2.7464590608419216e-08,
2022-03-08,117.96579207999991,2.9082178303673877e-08,
2022-03-09,112.94739597999992,7.038610314416504e-08,
2022-03-10,116.34266897999993,4.2441298068904176e-08,
2022-03-11,114.29949767999992,5.9257625861652395e-08,
2022-03-12,114.9255463799999,5.410493007279527e-08,
2022-03-13,117.32646187999991,3.434418751993651e-08,
2022-03-14,117.32646187999991,3.434418751993651e-08,
2022-03-15,117.66998247999992,3.1516840144235946e-08,
2022-03-16,117.92525987999989,2.941577870289713e-08,
2022-03-17,119.73844057999989,1.4492389264779804e-08,
2022-03-18,119.33866167999989,1.778277075507595e-08,
2022-03-19,120.6897148799999,6.662923155101641e-09,
2022-03-20,119.38253517999988,1.742166977572346e-08,
2022-03-21,119.03091417999987,2.031568751902968e-08,
2022-03-22,119.91445297999987,1.304371865454368e-08,
2022-03-23,121.14379917999986,2.9255808997851184e-09,
2022-03-24,121.26903917999987,4.275198465245044e-09,0 days 00:00:00.000420
2022-03-25,123.14047557999986,2.9490877250066827e-09,0 days 00:00:00.000240
2022-03-26,123.90615307999985,2.3815632930797028e-09,0 days 00:00:00.001260
2022-03-27,127.65878397999985,0.0,0 days 00:00:00.006420
2022-03-28,126.88959377999987,6.536616954228691e-09,0 days 00:00:00.000300
2022-03-29,127.53183747999987,2.5091699028383374e-09,0 days 00:00:00.000360
2022-03-30,129.85641467999983,2.3323096788655516e-09,0 days 00:00:00.000120
2022-03-31,130.68663457999983,5.892685766450634e-09,0 days 00:00:00.000120
2022-04-01,130.63660817999983,6.273226671070331e-09,
2022-04-02,129.64651707999985,2.2694940258193407e-08,0 days 00:00:00.000120
2022-04-03,129.63352317999988,2.2792891244473478e-08,
2022-04-04,129.72796657999987,2.20809553224135e-08,
2022-04-05,131.18230187999987,1.1117843630226054e-08,
2022-04-06,133.3786719799999,4.2168265932274184e-10,0 days 00:00:00.000240
2022-04-07,135.71267407999989,7.176447538255082e-09,0 days 00:00:00.004620
2022-04-08,137.74403537999984,7.956970321750801e-10,0 days 00:00:00.000240
2022-04-09,136.19782547999986,1.3975660820313207e-08,0 days 00:00:00.000420
2022-04-10,137.63587397999987,5.869848572605419e-09,0 days 00:00:00.155520
2022-04-11,137.63587397999987,5.869848572605419e-09,
2022-04-12,138.30385497999993,1.2472753390380342e-08,0 days 00:00:00.000120
2022-04-13,136.39228897999985,3.1517107567171966e-08,0 days 00:00:00.000180
2022-04-14,138.19038767999984,1.8749319572125778e-08,
2022-04-15,136.4037686799999,3.1435593479070324e-08,
2022-04-16,137.25533257999987,2.5388880170488126e-08,
2022-04-17,138.91846757999986,1.3579431063416747e-08,
2022-04-18,138.91846757999986,1.3579431063416747e-08,
2022-04-19,135.03162687999986,4.117878254958196e-08,
2022-04-20,135.79213527999988,3.577862847591973e-08,
2022-04-21,136.7762334799999,2.879082675852407e-08,
2022-04-22,133.95992647999992,4.87886225997447e-08,
2022-04-23,135.03065107999993,4.118571142813854e-08,
2022-04-24,137.82277917999997,2.135960308613716e-08,
2022-04-25,138.19310977999996,1.872999071342474e-08,
2022-04-26,139.47243877999998,9.645838965851361e-09,
2022-04-27,134.56789047999996,4.447164296974959e-08,
2022-04-28,135.35097717999994,3.891116680270701e-08,
2022-04-29,136.54985377999995,3.0398284689494014e-08,
2022-04-30,139.20807827999994,1.1522987766562242e-08,
2022-05-01,137.70722677999998,2.2180107847927456e-08,
2022-05-02,137.70722677999998,2.2180107847927456e-08,
2022-05-03,138.83762867999997,1.415344512446437e-08,
2022-05-04,133.77225807999997,5.0121202588022886e-08,
2022-05-05,135.22654587999995,3.979471811073487e-08,
2022-05-06,139.9767312799999,6.065001202334219e-09,
2022-05-07,141.19760937999993,2.2272987366805496e-08,0 days 00:00:00.000120
2022-05-08,142.13932567999996,1.575204505914196e-08,
2022-05-09,147.70964017999992,0.0,0 days 00:00:00.000120
2022-05-10,141.53991147999994,4.545617680133196e-08,0 days 00:00:00.000240
2022-05-11,149.8275454799999,9.756741870974196e-09,0 days 00:00:00.000120
2022-05-12,161.2930510799999,1.7921418120355857e-08,0 days 00:00:00.009660
2022-05-13,161.43468947999992,1.7059012467537604e-08,
2022-05-14,156.40486737999993,4.768451382670558e-08,
2022-05-15,158.11080457999995,3.729743034769828e-08,
2022-05-16,158.25770357999994,3.640299403668823e-08,
2022-05-17,159.30295517999994,3.003868260379039e-08,
2022-05-18,153.51142877999993,6.530203707409221e-08,
2022-05-19,156.38550628,4.780239938658703e-08,
2022-05-20,156.73665047999998,4.5664358127759375e-08,
2022-05-21,157.79267948000006,3.9234425431964316e-08,
2022-05-22,150.88348748000007,8.130300455462391e-08,
2022-05-23,150.22377128000008,8.531987413332421e-08,
2022-05-24,150.80317488000009,8.179201064500985e-08,
2022-05-25,144.3214442800001,1.2125786954687056e-07,
2022-05-26,142.1793967800001,1.343003345323921e-07,
2022-05-27,147.2866226800001,1.0320353813833516e-07,
2022-05-28,148.0871733800001,9.832915768043915e-08,
2022-05-29,145.08150518000014,1.1663002274370004e-07,
2022-05-30,141.1133536800001,1.407912409220995e-07,
2022-05-31,140.93858178000008,1.4185538930639218e-07,
2022-06-01,141.68216028000012,1.3732790028001107e-07,
2022-06-02,145.0010558800001,1.1711986117088702e-07,
2022-06-03,140.57002518000013,1.4409945091132038e-07,
2022-06-04,141.15412558000014,1.4054298962134936e-07,
2022-06-05,139.96574108000016,1.477788063950606e-07,
2022-06-06,138.71455628000015,1.5539700064351536e-07,
2022-06-07,130.83981498000017,2.0334460109368746e-07,
2022-06-08,132.87014318000016,1.9098237081746028e-07,
2022-06-09,132.56530018000015,1.9283849406103049e-07,
2022-06-10,133.46152618000016,1.8738156734763388e-07,
2022-06-11,136.69277928000014,1.677071645082442e-07,
2022-06-12,140.98018068000013,1.4160210258110407e-07,
2022-06-13,144.71527178000008,1.1885993888516233e-07,
2022-06-14,150.60604568000014,8.29922878044208e-08,
2022-06-15,154.6551019800001,5.833845775762902e-08,
2022-06-16,167.42986848,3.914386917948653e-09,0 days 00:00:00.000240
2022-06-17,170.27032108000012,2.090774418177621e-09,0 days 00:00:00.000420
2022-06-18,181.47928208000008,0.0,0 days 00:00:00.001500
2022-06-19,170.67274958000013,8.32908873290089e-08,0 days 00:00:00.000120
2022-06-20,163.6661602800002,1.209243365812125e-07,
2022-06-21,159.98821768000016,1.4067912172176887e-07,
2022-06-22,165.0929493800001,1.1326083685411359e-07,
2022-06-23,167.30332068000013,1.0138859879570783e-07,
2022-06-24,171.16032108000016,8.067206717038023e-08,
2022-06-25,175.8464235800002,5.5502302956516925e-08,
2022-06-26,174.23989938000017,6.413118704897236e-08,
2022-06-27,174.6714645800002,6.181318518560952e-08,
2022-06-28,175.69643638000016,5.6307906858501065e-08,
2022-06-29,175.19226728000012,5.9015875233268235e-08,
2022-06-30,177.87585498000013,4.460192042621403e-08,
2022-07-01,178.69825618000016,4.0184679383535426e-08,
2022-07-02,180.94112488000016,2.81378928820335e-08,
2022-07-03,173.69104158000016,6.707918518024236e-08,
2022-07-04,171.7168305800002,7.768297060286477e-08,
2022-07-05,172.08664418000018,7.569664590871227e-08,
2022-07-06,171.78335498000013,7.732565800407554e-08,
2022-07-07,176.0091373800002,5.462834256398552e-08,
2022-07-08,173.0789747800002,7.036668839621608e-08,
2022-07-09,176.09596198000023,5.4161994525298127e-08,
2022-07-10,167.64478448000023,9.955454515868811e-08,
2022-07-11,168.3185887800002,9.59354405067333e-08,
2022-07-12,167.5731425800002,9.993934462281284e-08,
2022-07-13,162.22372488000013,1.2867187494848698e-07,
2022-07-14,161.69405058000012,1.3151683560420102e-07,
2022-07-15,161.22888268000023,1.3401532264387972e-07,
2022-07-16,156.20865458000023,1.6097972591436093e-07,
2022-07-17,155.37768168000022,1.6544300685222134e-07,
2022-07-18,160.62356798000016,1.3726655931106456e-07,
2022-07-19,161.43111678000014,1.3292909275176768e-07,
2022-07-20,165.58275778000012,1.1063000196777262e-07,
2022-07-21,162.85187528000012,1.252979842879982e-07,
2022-07-22,166.22988808000008,1.0715416739807516e-07,
2022-07-23,162.4351430800001,1.2753631586830937e-07,
2022-07-24,163.4129079800001,1.2228459293019789e-07,
2022-07-25,160.82355588000013,1.3619239409836925e-07,
2022-07-26,159.95890338000015,1.408365732540593e-07,
2022-07-27,154.63537298000017,1.694300589819817e-07,
2022-07-28,151.23586608000014,1.8768932392900362e-07,
2022-07-29,154.41922518000013,1.705910214580152e-07,
2022-07-30,154.21686758000013,1.7167791468727834e-07,
2022-07-31,150.65815298000018,1.9079230823424642e-07,
2022-08-01,148.19605418000015,2.040166127105646e-07,
2022-08-02,147.49861648000018,2.077626559229908e-07,
2022-08-03,147.38723938000018,2.0836087914705048e-07,
2022-08-04,147.42200178000022,2.081741650468981e-07,
2022-08-05,138.23202308000026,2.5753492849785197e-07,
2022-08-06,141.83364538000023,2.3819007121434376e-07,
2022-08-07,140.21839398000026,2.4686583041596433e-07,
2022-08-08,135.51796878000022,2.721125240145148e-07,
2022-08-09,134.28145558000023,2.7875402314760657e-07,
2022-08-10,136.80642368000025,2.651920381665852e-07,
2022-08-11,137.54816268000027,2.6120804598156e-07,
2022-08-12,142.11861868000028,2.366594365839132e-07,
2022-08-13,143.0827994800003,2.3148067589834686e-07,
